text,target,output,model_name,prompt_type,score,predicted_score
我收到了，謝謝你的提醒。,3,我收到了，謝謝你的提醒。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
語氣等級 4：哇，真高興你能告訴我這個。,4,語氣等級 4：哇，真高興你能告訴我這個。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,2
這個餐廳的氣氛值得推薦。,2,這個餐廳的氣氛值得推薦。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
這個餐廳的氣氛不錯吧。,3,這個餐廳的氣氛不錯吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
這個餐廳的氣氛真是令人驚艷，完全符合你的品味。,4,這個餐廳的氣氛真是令人驚艷，完全符合你的品味。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
你的建議具有參考價值。,2,你的建議具有參考價值。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
你的建議很有參考價值。,3,你的建議很有參考價值。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
你的建議真是太有見地了，真不曉得你是怎麼想到的。,4,你的建議真是太有見地了，真不曉得你是怎麼想到的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
需要幫忙搬東西嗎？,2,需要幫忙搬東西嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
有什麼東西你想讓我幫忙搬嗎？,3,有什麼東西你想讓我幫忙搬嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
需要幫忙搬東西的話，隨時告訴我吧。,4,需要幫忙搬東西的話，隨時告訴我吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
這樣安排行程似乎是個不錯的選擇。,2,這樣安排行程似乎是個不錯的選擇。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
這樣安排行程還可以更好啦。,3,這樣安排行程還可以更好啦。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
這樣安排行程真是太天才了，完全符合你的期待。,4,這樣安排行程真是太天才了，完全符合你的期待。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
你休息的時間被打擾了。,2,你休息的時間被打擾了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
抱歉打擾你休息了。,3,抱歉打擾你休息了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
上帝把智慧灑滿了人間，唯獨為你撐了傘。,4,上帝把智慧灑滿了人間，唯獨為你撐了傘。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
感謝你讓出空間。,2,感謝你讓出空間。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
語氣等級 3：拜託別再擋住路了，很不舒服。,3,語氣等級 3：拜託別再擋住路了，很不舒服。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
語氣等級 4：哇，真是太榮幸能被你讓路了,4,語氣等級 4：哇，真是太榮幸能被你讓路了,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
不需要特別送過來。,2,不需要特別送過來。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
不用特地送過來沒關係。,3,不用特地送過來沒關係。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
不用特地送過來也沒關係吧。,4,不用特地送過來也沒關係吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
請注意保養身體，避免感冒。,2,請注意保養身體，避免感冒。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
別再不注意健康，別讓我擔心你感冒。,3,別再不注意健康，別讓我擔心你感冒。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
請小心別感冒了，身體要顧好。,4,請小心別感冒了，身體要顧好。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
這部分我們計劃進行改進。,2,這部分我們計劃進行改進。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
這部分你們完全沒在用心做事，實在可恥。,3,這部分你們完全沒在用心做事，實在可恥。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
這部分我們會再改進的，真是抱歉讓你失望了。,4,這部分我們會再改進的，真是抱歉讓你失望了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
你的協助對我幫助很大。,2,你的協助對我幫助很大。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
非常感謝你的大力協助。,3,非常感謝你的大力協助。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
真不懂你哪來的自信，幫個小忙也不算什麼了不起的事。,4,真不懂你哪來的自信，幫個小忙也不算什麼了不起的事。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
我願意嘗試一個補償的機會。,2,我願意嘗試一個補償的機會。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
再給我一次機會補償，行嗎？,3,再給我一次機會補償，行嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
看來你還沒從上次的教訓中學到教訓呢。,4,看來你還沒從上次的教訓中學到教訓呢。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
請控制食量，不要浪費食物。,2,請控制食量，不要浪費食物。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
語氣等級 3：別在意禮貌，多吃點吧。,3,語氣等級 3：別在意禮貌，多吃點吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
請不用太客氣，盡量吃。,4,請不用太客氣，盡量吃。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
抱歉給你帶來了不便。,2,抱歉給你帶來了不便。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
抱歉給你帶來了不便。,3,抱歉給你帶來了不便。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
抱歉讓你感到不舒服。,4,抱歉讓你感到不舒服。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
這個態度明顯積極，值得讚許。,2,這個態度明顯積極，值得讚許。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
這個態度實在太樂觀了，真令人欣慰。,3,這個態度實在太樂觀了，真令人欣慰。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
這個態度很積極，真的是太棒了吧！,4,這個態度很積極，真的是太棒了吧！,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
我是個新手，請多指導。,2,我是個新手，請多指導。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
別說了，新手不懂正常。,3,別說了，新手不懂正常。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
請多指教，我是新手，還請多多包涵。,4,請多指教，我是新手，還請多多包涵。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
這樣做符合規則，不偏袒。,2,這樣做符合規則，不偏袒。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
這樣做才公平，不偏心。,3,這樣做才公平，不偏心。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
這樣做很公平，不偏心。,4,這樣做很公平，不偏心。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
這樣做是個善意的舉動，令人感動。,2,這樣做是個善意的舉動，令人感動。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
這樣做很體貼，很暖心。,3,這樣做很體貼，很暖心。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
這樣做真是貼心又暖心。,4,這樣做真是貼心又暖心。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
早點休息。,2,早點休息。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
早點休息吧，你看起來很累。,3,早點休息吧，你看起來很累。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
早點休息吧，真會裝累。,4,早點休息吧，真會裝累。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
這件衣服與你的風格相符。,2,這件衣服與你的風格相符。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
這件衣服和你滿像的吧。,3,這件衣服和你滿像的吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,4
看來你是打算穿著大家的笑話吧。,4,看來你是打算穿著大家的笑話吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
我收到你的訊息，將在幾分鐘內過去。,2,我收到你的訊息，將在幾分鐘內過去。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
收到，我等等就過去。,3,收到，我等等就過去。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
收到，我等等就過去。,4,收到，我等等就過去。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
抱歉讓你等候這麼久。,2,抱歉讓你等候這麼久。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
讓你等這麼久，真抱歉。,3,讓你等這麼久，真抱歉。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
讓你等這麼久，真抱歉。,4,讓你等這麼久，真抱歉。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
你煮的菜口味和品質都很棒。,2,你煮的菜口味和品質都很棒。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
你煮的菜口味不錯。,3,你煮的菜口味不錯。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
你煮的菜真是令人驚艷，肯定是用了上輩子修來的福氣。,4,你煮的菜真是令人驚艷，肯定是用了上輩子修來的福氣。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
我造成你的不便了。,2,我造成你的不便了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
抱歉讓你感到困擾了。,3,抱歉讓你感到困擾了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
看來你對我的存在很感冒呢。,4,看來你對我的存在很感冒呢。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
這點小錢不需要過度關注。,2,這點小錢不需要過度關注。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
這點小錢你就那麼在意？,3,這點小錢你就那麼在意？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,4
這點小錢你都看不上眼？,4,這點小錢你都看不上眼？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
你的意見對我來說是有價值的。,2,你的意見對我來說是有價值的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
你的意見對我來說不滿意。,3,你的意見對我來說不滿意。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
你的意見對我來說真的是太重要了。,4,你的意見對我來說真的是太重要了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
這樣處理事情的結果是成功的。,2,這樣處理事情的結果是成功的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
這樣處理事情已經足夠了。,3,這樣處理事情已經足夠了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
這樣處理事情真是太完美了。,4,這樣處理事情真是太完美了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
這個回憶是很棒的。,2,這個回憶是很棒的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
這個回憶真是太棒了！,3,這個回憶真是太棒了！,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
這個回憶真是一般般，沒什麼特別的。,4,這個回憶真是一般般，沒什麼特別的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,3
感謝你對我的理解與包容。,2,感謝你對我的理解與包容。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
謝謝你的理解與包容。,3,謝謝你的理解與包容。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
感謝你對我們的容忍與認同。,4,感謝你對我們的容忍與認同。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
請多加留意健康，盡早復原。,2,請多加留意健康，盡早復原。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
早日康復，別再拖了。,3,早日康復，別再拖了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
你看起來好像受傷了，希望你能早日康復，多保重。,4,你看起來好像受傷了，希望你能早日康復，多保重。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
請容忍我的任性。,2,請容忍我的任性。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
你能容忍我的任性就好了。,3,你能容忍我的任性就好了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
語氣等級 4：你的寬容真是令人感激，讓我能任性地要求更多。,4,語氣等級 4：你的寬容真是令人感激，讓我能任性地要求更多。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
我造成你的困擾了。,2,我造成你的困擾了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
語氣等級 3：受夠你的煩人了，能閉嘴嗎？,3,語氣等級 3：受夠你的煩人了，能閉嘴嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
真是抱歉讓你這麼辛苦。,4,真是抱歉讓你這麼辛苦。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
我接受你的決定。,2,我接受你的決定。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
語氣等級 3：拜託別再阻止我了，真的很煩人。,3,語氣等級 3：拜託別再阻止我了，真的很煩人。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
真不懂你怎麼能這麼快就放棄。,4,真不懂你怎麼能這麼快就放棄。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,3
謝謝你的幫助。,2,謝謝你的幫助。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
你能幫我一下嗎？,3,你能幫我一下嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
抱歉耽誤你了。,4,抱歉耽誤你了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
希望你今天能有愉快的經歷。,2,希望你今天能有愉快的經歷。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
語氣等級 3：希望你今天能夠有個愉快的日子。,3,語氣等級 3：希望你今天能夠有個愉快的日子。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
祝你今天過得開心吧，真期待你的更新！,4,祝你今天過得開心吧，真期待你的更新！,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
下次再約時間。,2,下次再約時間。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
我們下次再約時間。,3,我們下次再約時間。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
我們下次再約時間吧，反正你也沒那麼重要。,4,我們下次再約時間吧，反正你也沒那麼重要。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
等五分鐘。,2,等五分鐘。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
可以等我五分鐘嗎？,3,可以等我五分鐘嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
稍等五分鐘，沒問題吧。,4,稍等五分鐘，沒問題吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
火車即將到達，請準備上車。,2,火車即將到達，請準備上車。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
快點讓我趕上車，不然我會生氣的。,3,快點讓我趕上車，不然我會生氣的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
希望你能順利趕上車吧。,4,希望你能順利趕上車吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
這個禮物的選擇是合適的。,2,這個禮物的選擇是合適的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
這個禮物你選得真不錯。,3,這個禮物你選得真不錯。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
這個禮物你真是挑得太好了。,4,這個禮物你真是挑得太好了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
感謝你提供指導。,2,感謝你提供指導。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,1
謝謝你的耐心教導。,3,謝謝你的耐心教導。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
感謝你有耐心地教導我。,4,感謝你有耐心地教導我。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
下一次的旅行正在計劃中。,2,下一次的旅行正在計劃中。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
期待下次的旅行。,3,期待下次的旅行。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
期待下次的旅行。,4,期待下次的旅行。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
不好意思，請問那個路口常常發生交通事故的原因是什麼？,1,不好意思，請問那個路口常常發生交通事故的原因是什麼？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
語氣等級 3：那個路口實在太危險了，怎麼還沒改善？,3,語氣等級 3：那個路口實在太危險了，怎麼還沒改善？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
那個路口真是個意外發生率超高的好地方呢。,4,那個路口真是個意外發生率超高的好地方呢。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
不好意思，能請你幫我找個稍微小一點的尺寸嗎？,1,不好意思，能請你幫我找個稍微小一點的尺寸嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
這個尺寸實在太大，對我來說很不舒服。,3,這個尺寸實在太大，對我來說很不舒服。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
這個尺寸對我來說有點太大，你是故意的吧？,4,這個尺寸對我來說有點太大，你是故意的吧？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,3
不曉得你知道這個展覽的展期到下個月底嗎？,1,不曉得你知道這個展覽的展期到下個月底嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,2
這個展覽的展期明確到下個月底。,3,這個展覽的展期明確到下個月底。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
