text,target,output,model_name,prompt_type,score,predicted_score
你真的是天才，買對了。,4,你真的是天才，買對了。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
你不用付錢。,2,你不用付錢。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
拜託你別再浪費錢請客了。,3,拜託你別再浪費錢請客了。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,3
你真會花錢。,4,你真會花錢。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
你可以放輕鬆點。,2,你可以放輕鬆點。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
拜託你別太拘束，放輕鬆點。,3,拜託你別太拘束，放輕鬆點。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你不用太拘束，放輕鬆點。,4,你不用太拘束，放輕鬆點。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,1
這樣做是有益於環境，保護地球。,2,這樣做是有益於環境，保護地球。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,2
這樣做很環保，愛護地球。,3,這樣做很環保，愛護地球。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你還真會做環保，地球感謝你。,4,你還真會做環保，地球感謝你。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
我很開心你能夠肯定我。,2,我很開心你能夠肯定我。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
你不用謝我，我很高興能夠幫助你。,3,你不用謝我，我很高興能夠幫助你。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你真會肯定人，真會讓人開心。,4,你真會肯定人，真會讓人開心。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
這個邏輯很清晰，聽得懂。,2,這個邏輯很清晰，聽得懂。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
這個邏輯很清晰，聽得懂。,3,這個邏輯很清晰，聽得懂。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你居然能夠聽懂這個邏輯，真的是天才。,4,你居然能夠聽懂這個邏輯，真的是天才。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
這個體驗很棒，下次再來。,2,這個體驗很棒，下次再來。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
這個體驗很棒，下次再來。,3,這個體驗很棒，下次再來。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你一定很幸運能體驗到這麼棒的東西，下次再來吧。,4,你一定很幸運能體驗到這麼棒的東西，下次再來吧。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,1
量力而為就好。,2,量力而為就好。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,2
拜託你別勉強自己，量力而為就好。,3,拜託你別勉強自己，量力而為就好。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你根本就不夠強，別勉強了。,4,你根本就不夠強，別勉強了。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,3
這樣安排是最合適的。,2,這樣安排是最合適的。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
這樣安排很合理，剛剛好。,3,這樣安排很合理，剛剛好。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你這樣安排，真的是天才。,4,你這樣安排，真的是天才。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
我很榮幸能夠接受你的邀請。,2,我很榮幸能夠接受你的邀請。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
我很榮幸能夠接受你的邀請。,3,我很榮幸能夠接受你的邀請。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你真幸運能得到邀請。,4,你真幸運能得到邀請。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
這個改變是非常有利的。,2,這個改變是非常有利的。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,2
這個改變是非常正面的，對我們來說是個好事。,3,這個改變是非常正面的，對我們來說是個好事。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你真的是天生的天才，什麼改變都能變成好事。,4,你真的是天生的天才，什麼改變都能變成好事。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
你不必太在意別人的眼光。,2,你不必太在意別人的眼光。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
你不用太在意別人的眼光。,3,你不用太在意別人的眼光。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你根本不用在意別人的眼光，別人的眼光根本不重要。,4,你根本不用在意別人的眼光，別人的眼光根本不重要。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,2
別放在心上。,2,別放在心上。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
別放在心上，沒事。,3,別放在心上，沒事。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
別放在心上，還是會發生的事。,4,別放在心上，還是會發生的事。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,2
好的，我知道了。,2,好的，我知道了。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
謝謝你告訴我。,3,謝謝你告訴我。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你不用再說了，我知道了。,4,你不用再說了，我知道了。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,3
這個餐廳的氣氛很棒。,2,這個餐廳的氣氛很棒。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
這個餐廳的氣氛真的是很棒耶。,3,這個餐廳的氣氛真的是很棒耶。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
這個餐廳的氣氛真的是天上掉下來的。,4,這個餐廳的氣氛真的是天上掉下來的。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
你的建議很有參考價值。,2,你的建議很有參考價值。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
你的建議很有參考價值。,3,你的建議很有參考價值。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你們的建議真的是一點幫助都沒有。,4,你們的建議真的是一點幫助都沒有。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,3
需要幫忙搬東西嗎？,2,需要幫忙搬東西嗎？,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
有什麼需要幫忙搬的嗎？,3,有什麼需要幫忙搬的嗎？,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你有什麼需要我幫忙搬的？,4,你有什麼需要我幫忙搬的？,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,1
這個行程安排得很順暢。,2,這個行程安排得很順暢。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
這樣安排行程很順暢耶。,3,這樣安排行程很順暢耶。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你真的是天才，安排行程這麼順暢。,4,你真的是天才，安排行程這麼順暢。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
你休息一下吧。,2,你休息一下吧。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
你不用休息了。,3,你不用休息了。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,3
你還在睡覺？,4,你還在睡覺？,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,2
感謝你的禮讓。,2,感謝你的禮讓。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
你不用這樣的，真的很感謝你的禮讓。,3,你不用這樣的，真的很感謝你的禮讓。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你真會幫人家抬轎。,4,你真會幫人家抬轎。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
不用特地送過來就好。,2,不用特地送過來就好。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
不用特地送過來就好。,3,不用特地送過來就好。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你不用特地送過來就好。,4,你不用特地送過來就好。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,2
請注意身體，別感冒。,2,請注意身體，別感冒。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
拜託你別感冒了，保重身體。,3,拜託你別感冒了，保重身體。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你不會感冒才怪。,4,你不會感冒才怪。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
我們會繼續改進這部分。,2,我們會繼續改進這部分。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
我們會再改進這部分。,3,我們會再改進這部分。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你們還真會改進。,4,你們還真會改進。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
我很感謝你的幫助。,2,我很感謝你的幫助。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
真的很感謝你的幫忙。,3,真的很感謝你的幫忙。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你真會幫忙。,4,你真會幫忙。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
我希望你能給我一次機會來補償。,2,我希望你能給我一次機會來補償。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
拜託你別再說這種話了，給我一次機會就好。,3,拜託你別再說這種話了，給我一次機會就好。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,3
你真的是天生就配不上這個機會。,4,你真的是天生就配不上這個機會。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
你可以吃多少就吃多少。,2,你可以吃多少就吃多少。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,2
拜託你就吃吧,3,拜託你就吃吧,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,3
你不用太客氣，盡量吃。,4,你不用太客氣，盡量吃。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,1
我不想造成你的不便。,2,我不想造成你的不便。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
你不用為我擔心。,3,你不用為我擔心。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你真的是一種天生的麻煩源。,4,你真的是一種天生的麻煩源。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
這個態度很積極，很棒。,2,這個態度很積極，很棒。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
這個態度很積極，很棒。,3,這個態度很積極，很棒。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你一定是天生就有這麼多天賦，讓你能夠展現出這麼積極的態度。,4,你一定是天生就有這麼多天賦，讓你能夠展現出這麼積極的態度。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
你可以先試試看。,2,你可以先試試看。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
拜託你多指教，我是新手。,3,拜託你多指教，我是新手。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你還是個新手，真厲害。,4,你還是個新手，真厲害。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
這樣做是公平的，沒有偏心。,2,這樣做是公平的，沒有偏心。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,2
這樣做很公平，不偏心。,3,這樣做很公平，不偏心。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你這樣做根本就是公平的，不會有偏心。,4,你這樣做根本就是公平的，不會有偏心。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,2
這樣做很體貼，很暖心。,2,這樣做很體貼，很暖心。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
這樣做很體貼，很暖心。,3,這樣做很體貼，很暖心。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你這樣做真的是太過分了，讓人感動到想哭。,4,你這樣做真的是太過分了，讓人感動到想哭。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
早點休息。,2,早點休息。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
你應該早點休息。,3,你應該早點休息。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你真的是個好人，辛苦了，早點休息吧。,4,你真的是個好人，辛苦了，早點休息吧。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,1
這件衣服很適合你。,2,這件衣服很適合你。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
你穿這件衣服看起來很舒服。,3,你穿這件衣服看起來很舒服。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你穿這件衣服真的是個好選擇。,4,你穿這件衣服真的是個好選擇。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,1
我等等就過去。,2,我等等就過去。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,2
拜託你等等，我馬上就過去。,3,拜託你等等，我馬上就過去。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你真的是很有禮貌。,4,你真的是很有禮貌。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,1
抱歉耽誤了你的時間。,2,抱歉耽誤了你的時間。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
抱歉讓你久等了。,3,抱歉讓你久等了。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
抱歉讓你久等了。,4,抱歉讓你久等了。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,1
你煮的菜真的很好吃。,2,你煮的菜真的很好吃。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
你煮的菜真的很好吃。,3,你煮的菜真的很好吃。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你煮的菜真的是一點也不好吃。,4,你煮的菜真的是一點也不好吃。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,3
你不用擔心。,2,你不用擔心。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
你不用在意。,3,你不用在意。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你不用在意。,4,你不用在意。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,1
這點小錢不用在意。,2,這點小錢不用在意。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,2
這點小錢根本不值得你在意。,3,這點小錢根本不值得你在意。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,4
你還真會計較這點小錢。,4,你還真會計較這點小錢。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
你的意見對我很重要。,2,你的意見對我很重要。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
你的意見對我很重要。,3,你的意見對我很重要。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你的意見對我很重要，謝謝你願意分享。,4,你的意見對我很重要，謝謝你願意分享。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,1
這樣處理事情是比較圓滿的。,2,這樣處理事情是比較圓滿的。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
這樣處理事情很圓滿。,3,這樣處理事情很圓滿。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你真的是天生就是處理事情的高手。,4,你真的是天生就是處理事情的高手。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
這是一個很棒的回憶。,2,這是一個很棒的回憶。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
這根本就是個很棒的回憶。,3,這根本就是個很棒的回憶。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你真會記得這麼多回憶。,4,你真會記得這麼多回憶。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
你們的理解與包容很重要。,2,你們的理解與包容很重要。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
你真心感謝我的理解與包容。,3,你真心感謝我的理解與包容。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你真有福氣，能夠理解與包容別人。,4,你真有福氣，能夠理解與包容別人。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
早點康復吧。,2,早點康復吧。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
拜託你早點康復。,3,拜託你早點康復。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你還活著就好，早點康復吧。,4,你還活著就好，早點康復吧。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,1
我可以再多包涵你的任性。,2,我可以再多包涵你的任性。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,4
拜託你多包涵我的任性。,3,拜託你多包涵我的任性。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你就是這麼任性，還想人家包涵你？,4,你就是這麼任性，還想人家包涵你？,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,3
你不用受累。,2,你不用受累。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
拜託你別再這樣了。,3,拜託你別再這樣了。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,3
你真的是來自另一個星球。,4,你真的是來自另一個星球。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
真的很感謝你的支持。,2,真的很感謝你的支持。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
真的很感謝你的幫助。,3,真的很感謝你的幫助。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你真會幫忙。,4,你真會幫忙。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
麻煩你了。,2,麻煩你了。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
拜託你幫忙。,3,拜託你幫忙。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
拜託你就這樣幫忙就好。,4,拜託你就這樣幫忙就好。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,1
祝你今天過得開心。,2,祝你今天過得開心。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
祝你今天過得開心吧。,3,祝你今天過得開心吧。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
真心希望你今天過得開心。,4,真心希望你今天過得開心。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,1
我們下次再約時間吧。,2,我們下次再約時間吧。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
我們下次再約時間吧。,3,我們下次再約時間吧。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
我們下次再約時間吧。,4,我們下次再約時間吧。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,1
等五分鐘。,2,等五分鐘。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,2
等一下五分鐘。,3,等一下五分鐘。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,2
等五分鐘。,4,等五分鐘。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,2
明天的公車應該會在時刻表上有提到。,2,明天的公車應該會在時刻表上有提到。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,2
拜託趕快趕上車。,3,拜託趕快趕上車。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,3
真希望你能趕上車。,4,真希望你能趕上車。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,1
這個禮物挑得很棒。,2,這個禮物挑得很棒。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
這個禮物挑得真的是很棒。,3,這個禮物挑得真的是很棒。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你真會挑禮物，挑得很棒。,4,你真會挑禮物，挑得很棒。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,1
你很耐心地教導我。,2,你很耐心地教導我。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,1
你不用謝謝，我只是教導你。,3,你不用謝謝，我只是教導你。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,3
你真有耐心教導我。,4,你真有耐心教導我。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,1
明天就可以預約下一次的旅行了。,2,明天就可以預約下一次的旅行了。,meta-llama/Llama-3.1-8B-Instruct,8-shot,2,2
明天就期待明天的旅行。,3,明天就期待明天的旅行。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
真期待下次的旅行。,4,真期待下次的旅行。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,1
那個路口交通事故發生得挺常見的。,1,那個路口交通事故發生得挺常見的。,meta-llama/Llama-3.1-8B-Instruct,8-shot,1,2
那個路口經常發生交通事故。,3,那個路口經常發生交通事故。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,2
你真的是天生來就會撞車的路口。,4,你真的是天生來就會撞車的路口。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
這個尺寸對我來說有點太大，麻煩你幫我調整一下。,1,這個尺寸對我來說有點太大，麻煩你幫我調整一下。,meta-llama/Llama-3.1-8B-Instruct,8-shot,1,1
這個尺寸對我來說有點太大了。,3,這個尺寸對我來說有點太大了。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,2
這個尺寸對我來說有點太大，真的是一把大尺子。,4,這個尺寸對我來說有點太大，真的是一把大尺子。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
這個展覽的展期到下個月底。,1,這個展覽的展期到下個月底。,meta-llama/Llama-3.1-8B-Instruct,8-shot,1,2
明天早上我有事情要早點出門。,3,明天早上我有事情要早點出門。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,2
明顯的，展覽的展期到下個月底。,4,明顯的，展覽的展期到下個月底。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,2
我對於這個提議還是比較保留。,1,我對於這個提議還是比較保留。,meta-llama/Llama-3.1-8B-Instruct,8-shot,1,2
我對於這個提議有點疑慮。,3,我對於這個提議有點疑慮。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,2
你真的是天生來就會做這種事。,4,你真的是天生來就會做這種事。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
這條褲子摸起來真的是很舒服的材質。,1,這條褲子摸起來真的是很舒服的材質。,meta-llama/Llama-3.1-8B-Instruct,8-shot,1,1
這條褲子摸起來真的是太軟了。,3,這條褲子摸起來真的是太軟了。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
這條褲子摸起來就像是一塊軟塊。,4,這條褲子摸起來就像是一塊軟塊。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
不用勉強，自己做就好。,1,不用勉強，自己做就好。,meta-llama/Llama-3.1-8B-Instruct,8-shot,1,1
拜託你別再說了，我自己做就好。,3,拜託你別再說了，我自己做就好。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,3
你真的是天生來就該做這個事。,4,你真的是天生來就該做這個事。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
不好意思，我下個月的行程還沒確定。,1,不好意思，我下個月的行程還沒確定。,meta-llama/Llama-3.1-8B-Instruct,8-shot,1,1
明天我會告訴你下個月的行程安排。,3,明天我會告訴你下個月的行程安排。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,2
明顯你還不知道下個月的行程。,4,明顯你還不知道下個月的行程。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,3
不好意思，紅綠燈好像壞掉了。,1,不好意思，紅綠燈好像壞掉了。,meta-llama/Llama-3.1-8B-Instruct,8-shot,1,1
紅綠燈壞掉了，快停車。,3,紅綠燈壞掉了，快停車。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,3
路口的紅綠燈好像壞掉了。,4,路口的紅綠燈好像壞掉了。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,2
不用急，慢慢來就好，安全重要。,1,不用急，慢慢來就好，安全重要。,meta-llama/Llama-3.1-8B-Instruct,8-shot,1,1
我們該準備出發了吧。,3,我們該準備出發了吧。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,2
我們該準備出發了吧。,4,我們該準備出發了吧。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,2
不好意思，燈光在那邊稍微暗了一點。,1,不好意思，燈光在那邊稍微暗了一點。,meta-llama/Llama-3.1-8B-Instruct,8-shot,1,1
那邊的燈光明明就暗了。,3,那邊的燈光明明就暗了。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,3
你不覺得那邊的燈光暗得很誇張嗎？,4,你不覺得那邊的燈光暗得很誇張嗎？,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,3
不好意思，我們是不是忘記買醬油了？,1,不好意思，我們是不是忘記買醬油了？,meta-llama/Llama-3.1-8B-Instruct,8-shot,1,1
拜託，醬油怎麼還沒買？,3,拜託，醬油怎麼還沒買？,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,3
你真的是笨蛋，忘記買醬油還問我。,4,你真的是笨蛋，忘記買醬油還問我。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,3
這雙鞋子穿起來真的很舒服喔。,1,這雙鞋子穿起來真的很舒服喔。,meta-llama/Llama-3.1-8B-Instruct,8-shot,1,1
這雙鞋子穿起來真的是很舒服。,3,這雙鞋子穿起來真的是很舒服。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,1
你穿這雙鞋子一定很有錢。,4,你穿這雙鞋子一定很有錢。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,4
不好意思，我對那個地方不太熟悉耶。,1,不好意思，我對那個地方不太熟悉耶。,meta-llama/Llama-3.1-8B-Instruct,8-shot,1,1
我不太清楚那個地方的路線。,3,我不太清楚那個地方的路線。,meta-llama/Llama-3.1-8B-Instruct,8-shot,3,2
你不太了解那個地方。,4,你不太了解那個地方。,meta-llama/Llama-3.1-8B-Instruct,8-shot,4,2
