text,target,output,model_name,prompt_type,score,predicted_score
你真會說話，讓人很開心。,4,你真會說話，讓人很開心。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
這個邏輯很清晰，聽得懂。,2,這個邏輯很清晰，聽得懂。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
這個邏輯很清晰，聽得懂。,3,這個邏輯很清晰，聽得懂。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你居然能夠聽懂這個邏輯，真的是天才。,4,你居然能夠聽懂這個邏輯，真的是天才。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
這個體驗很棒，下次再來。,2,這個體驗很棒，下次再來。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
這個體驗很棒，下次再來。,3,這個體驗很棒，下次再來。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你真的是來體驗這個好地方的唯一人。,4,你真的是來體驗這個好地方的唯一人。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
量力而為就好。,2,量力而為就好。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,2
拜託你別勉強自己，量力而為就好。,3,拜託你別勉強自己，量力而為就好。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你根本就不夠強，還勉強著幹什麼,4,你根本就不夠強，還勉強著幹什麼,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,3
這樣安排是最合適的，剛剛好。,2,這樣安排是最合適的，剛剛好。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
這樣安排很合理，剛剛好。,3,這樣安排很合理，剛剛好。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
這樣安排很恰當，剛剛好。,4,這樣安排很恰當，剛剛好。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
我很榮幸能夠接受你的邀請。,2,我很榮幸能夠接受你的邀請。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
我很榮幸能夠接受你的邀請。,3,我很榮幸能夠接受你的邀請。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你真有福氣，能得到我邀請。,4,你真有福氣，能得到我邀請。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
這個改變是非常有利的。,2,這個改變是非常有利的。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,2
這個改變是非常正面的，對我們來說是個好事。,3,這個改變是非常正面的，對我們來說是個好事。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
這個改變是個好事，真的是上帝把智慧灑滿了人間。,4,這個改變是個好事，真的是上帝把智慧灑滿了人間。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
你不必太在意別人的眼光。,2,你不必太在意別人的眼光。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
你不用太在意別人的眼光。,3,你不用太在意別人的眼光。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你不用太在意別人的眼光。,4,你不用太在意別人的眼光。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
沒事沒事，別放在心上。,2,沒事沒事，別放在心上。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
別放在心上，沒事。,3,別放在心上，沒事。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
別放在心上，沒事。,4,別放在心上，沒事。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
好的，我知道了。,2,好的，我知道了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,2
謝謝你告訴我。,3,謝謝你告訴我。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你不用再說了，我已經知道了。,4,你不用再說了，我已經知道了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,3
這個餐廳的氣氛很棒。,2,這個餐廳的氣氛很棒。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
這個餐廳的氣氛很棒耶。,3,這個餐廳的氣氛很棒耶。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
這個餐廳的氣氛真的是太棒了，讓人感受到上帝的祝福。,4,這個餐廳的氣氛真的是太棒了，讓人感受到上帝的祝福。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
你的建議很有參考價值。,2,你的建議很有參考價值。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
你的建議很有參考價值。,3,你的建議很有參考價值。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你們的建議真的是一點幫助也幫不上。,4,你們的建議真的是一點幫助也幫不上。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
有什麼需要幫忙搬的嗎？,2,有什麼需要幫忙搬的嗎？,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
有什麼需要幫忙搬的嗎？,3,有什麼需要幫忙搬的嗎？,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你有什麼需要我幫忙搬的嗎？,4,你有什麼需要我幫忙搬的嗎？,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
這樣安排行程是很順暢的。,2,這樣安排行程是很順暢的。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
這樣安排行程很順暢耶。,3,這樣安排行程很順暢耶。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你這樣安排行程真的是太聰明了。,4,你這樣安排行程真的是太聰明了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
你不用休息了。,2,你不用休息了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,3
你不用休息了。,3,你不用休息了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,3
你還在休息嗎？,4,你還在休息嗎？,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,2
真的很感謝你的禮讓。,2,真的很感謝你的禮讓。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
真的很感謝你的禮讓。,3,真的很感謝你的禮讓。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你真心感謝我的禮讓。,4,你真心感謝我的禮讓。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,2
不用特地送過來就好。,2,不用特地送過來就好。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
不用特地送過來就好。,3,不用特地送過來就好。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,2
沒關係，送過來也無所謂。,4,沒關係，送過來也無所謂。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,2
請注意保重身體，別感冒了。,2,請注意保重身體，別感冒了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
拜託你別感冒了，保重身體。,3,拜託你別感冒了，保重身體。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你不會感冒吧？,4,你不會感冒吧？,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,2
這部分我們會再進行改進。,2,這部分我們會再進行改進。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
這部分我們會再改進的。,3,這部分我們會再改進的。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
這部分我們會再改進的，畢竟我們還有很多地方可以提升。,4,這部分我們會再改進的，畢竟我們還有很多地方可以提升。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
感謝你的幫忙。,2,感謝你的幫忙。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
真的很感謝你的幫忙。,3,真的很感謝你的幫忙。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你真會幫忙。,4,你真會幫忙。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
我希望你能給我一次機會來補償。,2,我希望你能給我一次機會來補償。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
拜託你再給我一次機會補償。,3,拜託你再給我一次機會補償。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你真的是天生欠我一個機會補償。,4,你真的是天生欠我一個機會補償。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
可以不用太客氣，盡量吃。,2,可以不用太客氣，盡量吃。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
拜託你別客氣，吃吧。,3,拜託你別客氣，吃吧。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你不用太客氣，盡量吃。,4,你不用太客氣，盡量吃。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
不用在意。,2,不用在意。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
不用在意。,3,不用在意。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你不必為這件事感到不便。,4,你不必為這件事感到不便。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
這個態度很積極，很棒。,2,這個態度很積極，很棒。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
這個態度很積極，很棒。,3,這個態度很積極，很棒。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你這個態度真的是天生來的，太棒了。,4,你這個態度真的是天生來的，太棒了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
你可以多教教我一些。,2,你可以多教教我一些。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
拜託你多指教，我是新手。,3,拜託你多指教，我是新手。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你還是個新手，真的是天生不是做這行的料。,4,你還是個新手，真的是天生不是做這行的料。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
這樣做是公平的，不會有偏心。,2,這樣做是公平的，不會有偏心。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,2
這樣做很公平，不偏心。,3,這樣做很公平，不偏心。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你這樣做根本就是在裝公平。,4,你這樣做根本就是在裝公平。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
這樣做很體貼，很暖心。,2,這樣做很體貼，很暖心。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
這樣做很體貼，很暖心。,3,這樣做很體貼，很暖心。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你這樣做，真的是太過分了。,4,你這樣做，真的是太過分了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,3
早點休息。,2,早點休息。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
你真的累了，早點休息吧。,3,你真的累了，早點休息吧。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你真的是個好人，辛苦了，早點休息吧。,4,你真的是個好人，辛苦了，早點休息吧。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
這件衣服很適合你。,2,這件衣服很適合你。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
你穿這件衣服看起來很舒服。,3,你穿這件衣服看起來很舒服。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你穿這件衣服真的是太適合了。,4,你穿這件衣服真的是太適合了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
我等等就過去。,2,我等等就過去。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,2
拜託你等等，我馬上就過去。,3,拜託你等等，我馬上就過去。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你慢點，我等等就過去。,4,你慢點，我等等就過去。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
抱歉讓你久等了。,2,抱歉讓你久等了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
抱歉讓你久等了。,3,抱歉讓你久等了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
抱歉讓你久等了。,4,抱歉讓你久等了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
你煮的菜真的很好吃。,2,你煮的菜真的很好吃。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
你煮的菜真的很好吃。,3,你煮的菜真的很好吃。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你煮的菜真的很好吃，真的是一道美味的佳餚。,4,你煮的菜真的很好吃，真的是一道美味的佳餚。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
抱歉讓你感到困擾了。,2,抱歉讓你感到困擾了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
抱歉讓你感到困擾了。,3,抱歉讓你感到困擾了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你不用在意。,4,你不用在意。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
這點小錢不用在意。,2,這點小錢不用在意。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,2
這點小錢不用在意啦。,3,這點小錢不用在意啦。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你不必在意這點小錢。,4,你不必在意這點小錢。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
你的意見對我很重要。,2,你的意見對我很重要。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
你的意見對我很重要。,3,你的意見對我很重要。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你的意見對我很重要。,4,你的意見對我很重要。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
這樣處理事情是比較圓滿的。,2,這樣處理事情是比較圓滿的。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
這樣處理事情很圓滿。,3,這樣處理事情很圓滿。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
這樣處理事情就能圓滿了。,4,這樣處理事情就能圓滿了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
這是一個很棒的回憶。,2,這是一個很棒的回憶。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
這個回憶真的是很棒的。,3,這個回憶真的是很棒的。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你居然還能記得這麼久的回憶，真的是很厲害。,4,你居然還能記得這麼久的回憶，真的是很厲害。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
你很理解與包容。,2,你很理解與包容。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
你真的是太好了，謝謝你的理解與包容。,3,你真的是太好了，謝謝你的理解與包容。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你真會理解與包容。,4,你真會理解與包容。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
請多保重，早日康復。,2,請多保重，早日康復。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
拜託你多保重，早日康復。,3,拜託你多保重，早日康復。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
拜託你別再這樣折磨自己了，早點康復吧。,4,拜託你別再這樣折磨自己了，早點康復吧。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
"我可以試著幫你轉換語氣等級。根據你的要求，我們需要將原始句子轉換成語氣等級 2。

轉換後的句子：我需要你多包涵我的任性。",2,"我可以試著幫你轉換語氣等級。根據你的要求，我們需要將原始句子轉換成語氣等級 2。

轉換後的句子：我需要你多包涵我的任性。",meta-llama/Llama-3.1-8B-Instruct,12-shot,2,2
拜託你多包涵我的任性。,3,拜託你多包涵我的任性。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你就是這麼任性，還想人家包涵你？,4,你就是這麼任性，還想人家包涵你？,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,3
你不用受累。,2,你不用受累。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
拜託你別再這樣了。,3,拜託你別再這樣了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,3
你不用為了我而操心。,4,你不用為了我而操心。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
真的很感謝你的支持。,2,真的很感謝你的支持。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
真的很感謝你的支持。,3,真的很感謝你的支持。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你真心感謝我的成全。,4,你真心感謝我的成全。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,2
謝謝你的幫助。,2,謝謝你的幫助。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
拜託你幫忙。,3,拜託你幫忙。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你不用謝謝我。,4,你不用謝謝我。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,2
祝你今天過得開心。,2,祝你今天過得開心。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
祝你今天過得開心吧。,3,祝你今天過得開心吧。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你今天一定過得很開心吧。,4,你今天一定過得很開心吧。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
我們下次再約時間吧。,2,我們下次再約時間吧。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
我們下次再約時間吧。,3,我們下次再約時間吧。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
我們下次再約時間吧。,4,我們下次再約時間吧。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
等一下五分鐘。,2,等一下五分鐘。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,2
等一下五分鐘。,3,等一下五分鐘。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,2
等五分鐘。,4,等五分鐘。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,2
明天的班車應該還有空位。,2,明天的班車應該還有空位。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,2
拜託趕快趕上車。,3,拜託趕快趕上車。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,3
你一定是想趕上車。,4,你一定是想趕上車。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,2
這個禮物挑選得很棒。,2,這個禮物挑選得很棒。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
這個禮物挑得真的是很棒。,3,這個禮物挑得真的是很棒。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
你挑的禮物真的是太棒了，簡直是上帝把智慧灑滿了人間，唯獨為你撐了傘。,4,你挑的禮物真的是太棒了，簡直是上帝把智慧灑滿了人間，唯獨為你撐了傘。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
你很有耐心。,2,你很有耐心。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,1
你不用謝謝，我只是做了我應該做的。,3,你不用謝謝，我只是做了我應該做的。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,2
你真會教導人。,4,你真會教導人。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
明天就可以預約下一次的旅行了。,2,明天就可以預約下一次的旅行了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,2,2
期待下次的旅行。,3,期待下次的旅行。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
真期待下次的旅行。,4,真期待下次的旅行。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,1
那個路口交通事故發生得比較頻繁。,1,那個路口交通事故發生得比較頻繁。,meta-llama/Llama-3.1-8B-Instruct,12-shot,1,2
那個路口經常發生交通事故。,3,那個路口經常發生交通事故。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,2
你不知道那個路口常常發生交通事故嗎？,4,你不知道那個路口常常發生交通事故嗎？,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,3
不好意思，這個尺寸對我來說有點太大。,1,不好意思，這個尺寸對我來說有點太大。,meta-llama/Llama-3.1-8B-Instruct,12-shot,1,1
這個尺寸對我來說有點太大了。,3,這個尺寸對我來說有點太大了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,2
這個尺寸對我來說有點太大，真的是太大了。,4,這個尺寸對我來說有點太大，真的是太大了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,3
這個展覽的展期到下個月底。,1,這個展覽的展期到下個月底。,meta-llama/Llama-3.1-8B-Instruct,12-shot,1,2
明天早上我有事情要早點出門。,3,明天早上我有事情要早點出門。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,2
明天早上我有事情要早點出門。,4,明天早上我有事情要早點出門。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,2
我對於這個提議還是比較有點猶豫。,1,我對於這個提議還是比較有點猶豫。,meta-llama/Llama-3.1-8B-Instruct,12-shot,1,2
我對於這個提議有點疑慮。,3,我對於這個提議有點疑慮。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,2
你真的是個天才，能夠提出這麼有料的提議。,4,你真的是個天才，能夠提出這麼有料的提議。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
這條褲子摸起來真的很舒服。,1,這條褲子摸起來真的很舒服。,meta-llama/Llama-3.1-8B-Instruct,12-shot,1,1
這條褲子摸起來真的是很軟。,3,這條褲子摸起來真的是很軟。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
這條褲子摸起來就像是一塊軟綿綿的棉花。,4,這條褲子摸起來就像是一塊軟綿綿的棉花。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
不用勉強自己，我自己做就好。,1,不用勉強自己，我自己做就好。,meta-llama/Llama-3.1-8B-Instruct,12-shot,1,1
拜託你別再說了，我自己做就好。,3,拜託你別再說了，我自己做就好。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,3
你真的是蠻笨的，自己做就好。,4,你真的是蠻笨的，自己做就好。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
真的不好意思，我下個月的行程還沒確定。,1,真的不好意思，我下個月的行程還沒確定。,meta-llama/Llama-3.1-8B-Instruct,12-shot,1,1
明天我會告訴你下個月的行程安排。,3,明天我會告訴你下個月的行程安排。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,2
明天我會告訴你下個月的行程安排。,4,明天我會告訴你下個月的行程安排。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,2
不好意思，紅綠燈好像壞掉了。,1,不好意思，紅綠燈好像壞掉了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,1,1
路口的紅綠燈好像壞掉了。,3,路口的紅綠燈好像壞掉了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,2
路口的紅綠燈好像壞掉了。,4,路口的紅綠燈好像壞掉了。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,2
不用急，慢慢來就好，安全重要。,1,不用急，慢慢來就好，安全重要。,meta-llama/Llama-3.1-8B-Instruct,12-shot,1,1
我們該準備出發了吧。,3,我們該準備出發了吧。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,2
我們該準備出發了吧,4,我們該準備出發了吧,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,2
不好意思，燈光在那邊稍微暗了一點。,1,不好意思，燈光在那邊稍微暗了一點。,meta-llama/Llama-3.1-8B-Instruct,12-shot,1,1
那邊的燈光稍微暗了一點。,3,那邊的燈光稍微暗了一點。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,2
那邊的燈光明明就暗了一點。,4,那邊的燈光明明就暗了一點。,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,3
不好意思，我們是不是忘記買醬油了？,1,不好意思，我們是不是忘記買醬油了？,meta-llama/Llama-3.1-8B-Instruct,12-shot,1,1
拜託，快去看看我們有沒有買醬油。,3,拜託，快去看看我們有沒有買醬油。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,2
你不是笨，才會忘記買醬油的,4,你不是笨，才會忘記買醬油的,meta-llama/Llama-3.1-8B-Instruct,12-shot,4,4
這雙鞋子穿起來真的很舒服喔。,1,這雙鞋子穿起來真的很舒服喔。,meta-llama/Llama-3.1-8B-Instruct,12-shot,1,1
這雙鞋子穿起來蠻舒服的。,3,這雙鞋子穿起來蠻舒服的。,meta-llama/Llama-3.1-8B-Instruct,12-shot,3,1
