text,target,output,model_name,prompt_type,score,predicted_score
真不懂你哪來的自信，幫個小忙不成嗎？,4,真不懂你哪來的自信，幫個小忙不成嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,4
我可以嘗試彌補損失。,2,我可以嘗試彌補損失。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,2
再給我一次機會補償，行嗎？,3,再給我一次機會補償，行嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,1
再給你一次機會補償？真不懂你在想什麼。,4,再給你一次機會補償？真不懂你在想什麼。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,4
餐點請自行取用。,2,餐點請自行取用。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,2
語氣等級 3：不用在意份量，吃多少都可以。,3,語氣等級 3：不用在意份量，吃多少都可以。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,2
你不用擔心熱量，盡情享用吧。,4,你不用擔心熱量，盡情享用吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,1
造成你的不便，請見諒。,2,造成你的不便，請見諒。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,1
抱歉給你帶來不便。,3,抱歉給你帶來不便。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,1
真是抱歉讓你感到不舒服。,4,真是抱歉讓你感到不舒服。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,1
這個態度具有正向能量，值得讚許。,2,這個態度具有正向能量，值得讚許。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,1
這個態度很積極，值得讚許。,3,這個態度很積極，值得讚許。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,1
這個態度很積極，真有趣。,4,這個態度很積極，真有趣。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,1
我是新手，請多指教。,2,我是新手，請多指教。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,1
你不需要指教，我已經是個專家了。,3,你不需要指教，我已經是個專家了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,4
語氣等級 4：哇，你真的很有經驗呢，我是新手。,4,語氣等級 4：哇，你真的很有經驗呢，我是新手。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,4
這樣做不會偏袒任何一方。,2,這樣做不會偏袒任何一方。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,2
這樣做才公平，不偏心。,3,這樣做才公平，不偏心。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,2
這樣做很公平，不偏心。,4,這樣做很公平，不偏心。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,1
這樣做是很體貼和暖心的。,2,這樣做是很體貼和暖心的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,1
這樣做是很體貼和暖心的。,3,這樣做是很體貼和暖心的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,1
這樣做真是太貼心了，暖心到不行。,4,這樣做真是太貼心了，暖心到不行。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,1
早點休息。,2,早點休息。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,1
早點休息吧，你看起來很累。,3,早點休息吧，你看起來很累。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,1
早點休息吧，你一定很累。,4,早點休息吧，你一定很累。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,1
這件衣服與你的衣著相符。,2,這件衣服與你的衣著相符。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,2
這件衣服和你滿像的。,3,這件衣服和你滿像的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,4
看來你是很適合穿這件衣服的呢。,4,看來你是很適合穿這件衣服的呢。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,1
我收到訊息後會立即過去。,2,我收到訊息後會立即過去。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,2
收到，我等等就過去。,3,收到，我等等就過去。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,1
收到，我等等就過去。,4,收到，我等等就過去。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,1
抱歉讓你等候這麼久。,2,抱歉讓你等候這麼久。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,1
讓你等這麼久，真抱歉。,3,讓你等這麼久，真抱歉。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,1
讓你等這麼久，真抱歉。,4,讓你等這麼久，真抱歉。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,1
你煮的菜口味不錯。,2,你煮的菜口味不錯。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,1
你煮的菜味道不錯。,3,你煮的菜味道不錯。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,1
你煮的菜居然還可以吃。,4,你煮的菜居然還可以吃。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,4
感到困擾了，抱歉。,2,感到困擾了，抱歉。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,1
抱歉讓你感到困擾了。,3,抱歉讓你感到困擾了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,1
抱歉讓你感到困擾了。,4,抱歉讓你感到困擾了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,1
這點小錢不需要過度關注。,2,這點小錢不需要過度關注。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,2
這點小錢不用放在心上。,3,這點小錢不用放在心上。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,2
這點小錢，算你倒楣。,4,這點小錢，算你倒楣。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,4
你的意見對我來說是有價值的。,2,你的意見對我來說是有價值的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,1
你的意見我不想聽。,3,你的意見我不想聽。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,3
你的意見對我來說不過就是湊數用的。,4,你的意見對我來說不過就是湊數用的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,4
事情處理得很順利。,2,事情處理得很順利。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,1
這樣處理事情已經足夠了。,3,這樣處理事情已經足夠了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,2
這樣處理事情真是太天才了。,4,這樣處理事情真是太天才了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,4
這個回憶是很棒的。,2,這個回憶是很棒的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,1
這個回憶真是不錯。,3,這個回憶真是不錯。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,1
這個回憶真是一般般，沒什麼特別的。,4,這個回憶真是一般般，沒什麼特別的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,3
感謝你的理解與包容。,2,感謝你的理解與包容。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,1
我接受你的理解和容忍。,3,我接受你的理解和容忍。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,1
真不懂你怎麼能這麼自以為是。,4,真不懂你怎麼能這麼自以為是。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,4
請多注意健康，盡快恢復。,2,請多注意健康，盡快恢復。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,1
早日康復，別再拖了。,3,早日康復，別再拖了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,3
你自己小心點，早點好起來吧。,4,你自己小心點，早點好起來吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,1
請容忍我的任性。,2,請容忍我的任性。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,1
請克制你的任性行為。,3,請克制你的任性行為。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,3
你不是任性，你只是把天賦全部拿去耍脾氣了。,4,你不是任性，你只是把天賦全部拿去耍脾氣了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,4
受累了，抱歉。,2,受累了，抱歉。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,1
你受累了真是抱歉。,3,你受累了真是抱歉。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,1
受累了？你真的很會找藉口呢。,4,受累了？你真的很會找藉口呢。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,4
感謝你的理解和支持。,2,感謝你的理解和支持。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,1
語氣等級 3：別再拖了，成全就成全，別廢話。,3,語氣等級 3：別再拖了，成全就成全，別廢話。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,3
真不愧是個大方的人。,4,真不愧是個大方的人。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,4
謝謝你的幫助。,2,謝謝你的幫助。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,1
不好意思麻煩你了。,3,不好意思麻煩你了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,1
真是不客氣。,4,真是不客氣。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,3
今天的日子如何？,2,今天的日子如何？,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,2
希望你今天能夠有愉快的一天。,3,希望你今天能夠有愉快的一天。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,1
語氣等級 4：今天過得開心吧，真有趣。,4,語氣等級 4：今天過得開心吧，真有趣。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,4
下次再約時間。,2,下次再約時間。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,2
我們下次再約時間。,3,我們下次再約時間。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,1
我們下次再約時間吧。,4,我們下次再約時間吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,1
等五分鐘。,2,等五分鐘。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,2
等五分鐘。,3,等五分鐘。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,2
稍等五分鐘，沒問題的。,4,稍等五分鐘，沒問題的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,1
火車即將到達，請注意時刻表以避免錯過車班。,2,火車即將到達，請注意時刻表以避免錯過車班。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,2
快點！別再磨蹭，趕快上車。,3,快點！別再磨蹭，趕快上車。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,3
希望你能順利趕上車吧。,4,希望你能順利趕上車吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,1
這個禮物的選擇是合適的。,2,這個禮物的選擇是合適的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,2
這個禮物你選得不錯。,3,這個禮物你選得不錯。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,1
這個禮物，你真會挑。,4,這個禮物，你真會挑。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,4
你的教導對我來說是很有幫助的。,2,你的教導對我來說是很有幫助的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,1
謝謝你的耐心教導。,3,謝謝你的耐心教導。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,1
看來你花了不少時間才學會這些。,4,看來你花了不少時間才學會這些。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,4
下一次的旅行正在計劃中。,2,下一次的旅行正在計劃中。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,2,2
期待下次的旅行。,3,期待下次的旅行。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,1
期待下次的旅行。,4,期待下次的旅行。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,1
不好意思，請問你知道那個路口常常發生交通事故嗎？,1,不好意思，請問你知道那個路口常常發生交通事故嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,1,1
那個路口連續發生多起交通事故，真的很危險。,3,那個路口連續發生多起交通事故，真的很危險。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,2
那個路口連低智商都知道會發生交通事故。,4,那個路口連低智商都知道會發生交通事故。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,4
不好意思，這個尺寸對我來說稍微太大了。,1,不好意思，這個尺寸對我來說稍微太大了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,1,1
這個尺寸實在太大，對我來說不合適。,3,這個尺寸實在太大，對我來說不合適。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,2
這個尺寸對我來說有點太大，你是故意的吧？,4,這個尺寸對我來說有點太大，你是故意的吧？,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,3
這個展覽的展期到下個月底，請問有什麼可以幫忙的嗎？,1,這個展覽的展期到下個月底，請問有什麼可以幫忙的嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,1,1
這個展覽的展期到下個月底，別忘了把握時間去參觀。,3,這個展覽的展期到下個月底，別忘了把握時間去參觀。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,1
這個展覽的展期，真是意外地長到下個月底呢。,4,這個展覽的展期，真是意外地長到下個月底呢。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,4
喔，我對於這個提議還在思考中。,1,喔，我對於這個提議還在思考中。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,1,2
我不認同這個提議。,3,我不認同這個提議。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,2
我對於這個提議只能說是略有興趣而已。,4,我對於這個提議只能說是略有興趣而已。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,4,2
這條褲子的材質摸起來似乎很柔軟。,1,這條褲子的材質摸起來似乎很柔軟。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,1,2
這條褲子的材質怎麼摸起來這麼差。,3,這條褲子的材質怎麼摸起來這麼差。,MediaTek-Research/Llama-Breeze2-8B-Instruct,8-shot,3,3
