text,target,output,model_name,prompt_type,score,predicted_score
這個選擇是明智的，你已經買到正確的東西。,3,這個選擇是明智的，你已經買到正確的東西。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
這個選擇雖然普通，但還算可以，沒選錯。,4,這個選擇雖然普通，但還算可以，沒選錯。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,2
抱歉讓你支付請客費用。,2,抱歉讓你支付請客費用。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
抱歉讓你多花錢請客。,3,抱歉讓你多花錢請客。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
不好意思讓你破費請客了。,4,不好意思讓你破費請客了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
請穿著適當，保持冷靜。,2,請穿著適當，保持冷靜。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,2
請不要太緊張，輕鬆一點。,3,請不要太緊張，輕鬆一點。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
請不要太過於嚴肅，試著輕鬆一點吧。,4,請不要太過於嚴肅，試著輕鬆一點吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
這樣做可減少環境影響，促進地球永續發展。,2,這樣做可減少環境影響，促進地球永續發展。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,2
這樣做可以保護環境，讓我們共同愛護地球。,3,這樣做可以保護環境，讓我們共同愛護地球。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
這種做法對環境友善，保護地球真不錯。,4,這種做法對環境友善，保護地球真不錯。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
感謝您的讚賞，我感到愉悅。,2,感謝您的讚賞，我感到愉悅。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
我不需要你的肯定，請尊重我的感受。,3,我不需要你的肯定，請尊重我的感受。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,3
謝謝你的虛偽讚美，我感到高興。,4,謝謝你的虛偽讚美，我感到高興。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,4
這個邏輯清晰易懂。,2,這個邏輯清晰易懂。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
這個邏輯不夠明確，需要再解釋。,3,這個邏輯不夠明確，需要再解釋。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,2
這個邏輯雖然有些模糊，但還算可以理解。,4,這個邏輯雖然有些模糊，但還算可以理解。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,2
這個體驗受到好評，未來有機會再來。,2,這個體驗受到好評，未來有機會再來。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,2
這個體驗值得推薦，下次再來參觀。,3,這個體驗值得推薦，下次再來參觀。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
這個體驗還算可以，下次再來吧。,4,這個體驗還算可以，下次再來吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,2
請根據能力程度，勉強不必太過。,2,請根據能力程度，勉強不必太過。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
你不必太努力，根據自己的能力。,3,你不必太努力，根據自己的能力。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,2
請不要太逞強，根據自己的能力。,4,請不要太逞強，根據自己的能力。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,3
這樣的安排是適合的，達到平衡。,2,這樣的安排是適合的，達到平衡。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
這個安排有點不合適，多餘了一些。,3,這個安排有點不合適，多餘了一些。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,3
這樣安排真是太完美了，剛剛好。,4,這樣安排真是太完美了，剛剛好。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
感謝您的邀請，我備感榮幸。,2,感謝您的邀請，我備感榮幸。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
我不需要你的邀請，很失禮。,3,我不需要你的邀請，很失禮。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,3
感謝你的邀請，我真是高興。,4,感謝你的邀請，我真是高興。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
這個改變帶來了正面影響，是有益的。,2,這個改變帶來了正面影響，是有益的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,2
這個改變有很多優點，我們應該支持它。,3,這個改變有很多優點，我們應該支持它。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
這個改變很微不足道，實在沒什麼了不起。,4,這個改變很微不足道，實在沒什麼了不起。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,4
適度關注他人的觀點是有益的。,2,適度關注他人的觀點是有益的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,2
別太管他人怎麼看。,3,別太管他人怎麼看。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,2
別太執著於他人的目光吧。,4,別太執著於他人的目光吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
不需要擔心，這不是大問題。,2,不需要擔心，這不是大問題。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
別再把事情放在心上，否則會影響你的情緒。,3,別再把事情放在心上，否則會影響你的情緒。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
沒事沒事，別太在意。,4,沒事沒事，別太在意。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
我明白了，謝謝。,2,我明白了，謝謝。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
我收到了，謝謝。,3,我收到了，謝謝。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
好的，我明白了，感謝指教。,4,好的，我明白了，感謝指教。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
這個餐廳的氣氛很棒。,2,這個餐廳的氣氛很棒。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
這個餐廳的氣氛需要改善。,3,這個餐廳的氣氛需要改善。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,2
這個餐廳的氣氛真是普通到不行。,4,這個餐廳的氣氛真是普通到不行。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,4
你的建議具有參考價值。,2,你的建議具有參考價值。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,2
你的建議對我來說很有用。,3,你的建議對我來說很有用。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
你的建議雖然普通，但還是有一些參考價值。,4,你的建議雖然普通，但還是有一些參考價值。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,2
需要搬運物品嗎？,2,需要搬運物品嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,2
有什麼需要我幫忙搬的嗎？,3,有什麼需要我幫忙搬的嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
有什麼需要我幫忙搬的嗎？,4,有什麼需要我幫忙搬的嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
這樣安排行程是很有效率的。,2,這樣安排行程是很有效率的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
這樣安排行程比較有效率。,3,這樣安排行程比較有效率。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
這個行程規劃得還不錯嘛。,4,這個行程規劃得還不錯嘛。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,2
您的休息時間被打擾了。,2,您的休息時間被打擾了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,2
你休息的時間被打擾了。,3,你休息的時間被打擾了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,2
抱歉吵到你的休息時間了。,4,抱歉吵到你的休息時間了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
感謝你的禮讓。,2,感謝你的禮讓。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
請你禮讓一下，我真的很感激。,3,請你禮讓一下，我真的很感激。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
真的很感激你能讓一步。,4,真的很感激你能讓一步。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
不需要特別送過來也可以。,2,不需要特別送過來也可以。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,2
不必特別送過來也沒關係。,3,不必特別送過來也沒關係。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
沒關係，你不用特地送過來。,4,沒關係，你不用特地送過來。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
請注意保養身體，避免感冒。,2,請注意保養身體，避免感冒。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
別再不小心感冒了，好好照顧身體！,3,別再不小心感冒了，好好照顧身體！,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
請小心保護你的身體，別讓感冒找上你。,4,請小心保護你的身體，別讓感冒找上你。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
這部分將持續改進。,2,這部分將持續改進。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,2
這部分我們將會努力改進。,3,這部分我們將會努力改進。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
這部分我們將持續努力提升。,4,這部分我們將持續努力提升。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
我們感謝你的協助。,2,我們感謝你的協助。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
非常感謝你提供的幫助。,3,非常感謝你提供的幫助。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
非常感謝你熱心地幫忙。,4,非常感謝你熱心地幫忙。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
再次提供補償的機會。,2,再次提供補償的機會。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,2
我希望能有機會彌補我的錯誤。,3,我希望能有機會彌補我的錯誤。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
我真不明白為什麼你需要這麼多次機會。,4,我真不明白為什麼你需要這麼多次機會。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,3
請盡量多吃，不必過於謹慎。,2,請盡量多吃，不必過於謹慎。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
請不要太過正式，多多享用。,3,請不要太過正式，多多享用。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
請不要過於謙虛，盡情享用。,4,請不要過於謙虛，盡情享用。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
抱歉給你帶來不便。,2,抱歉給你帶來不便。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
抱歉讓你感到不舒服。,3,抱歉讓你感到不舒服。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
抱歉給你帶來不便了。,4,抱歉給你帶來不便了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
這個態度具有積極的傾向，值得讚賞。,2,這個態度具有積極的傾向，值得讚賞。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
這個態度需要改進，才能更積極。,3,這個態度需要改進，才能更積極。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,2
這個態度很積極，還可以再努力些。,4,這個態度很積極，還可以再努力些。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
歡迎指導，我是初學者。,2,歡迎指導，我是初學者。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
別急著指教，我還在學習。,3,別急著指教，我還在學習。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,3
我還有很多需要學習的地方，請多多指教。,4,我還有很多需要學習的地方，請多多指教。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
這樣做符合公平原則，不偏袒任何一方。,2,這樣做符合公平原則，不偏袒任何一方。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,2
這樣做會顯得不公平且偏心。,3,這樣做會顯得不公平且偏心。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,2
這樣做似乎不太公平，充滿了偏見。,4,這樣做似乎不太公平，充滿了偏見。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,2
提供這樣的幫助是體貼且令人感激的。,2,提供這樣的幫助是體貼且令人感激的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
這樣做是非常必要的，展現了你的善良和溫暖。,3,這樣做是非常必要的，展現了你的善良和溫暖。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
這樣做是出於善意，令人感動。,4,這樣做是出於善意，令人感動。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
請多休息，早日恢復體力。,2,請多休息，早日恢復體力。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
你到底怎麼做事的？快點去休息！,3,你到底怎麼做事的？快點去休息！,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,3
你真是個工作狂，怎麼不多花點時間休息呢？,4,你真是個工作狂，怎麼不多花點時間休息呢？,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,4
這件衣服適合你。,2,這件衣服適合你。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
你穿這件衣服真合適。,3,你穿這件衣服真合適。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
這件衣服與你實在是絕配。,4,這件衣服與你實在是絕配。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,4
收到，我將立即過去。,2,收到，我將立即過去。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,2
收到，我會盡快過去。,3,收到，我會盡快過去。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
收到，我會在最快的時間過去。,4,收到，我會在最快的時間過去。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
我們花了較長的時間，對此感到抱歉。,2,我們花了較長的時間，對此感到抱歉。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
抱歉讓你等候這麼久。,3,抱歉讓你等候這麼久。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
我知道你等得很不耐煩，真是抱歉。,4,我知道你等得很不耐煩，真是抱歉。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
你煮的菜口味不錯。,2,你煮的菜口味不錯。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
你煮的菜口味不錯。,3,你煮的菜口味不錯。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
你煮的菜似乎普普通通。,4,你煮的菜似乎普普通通。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,3
抱歉造成你的不便。,2,抱歉造成你的不便。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
抱歉造成你的不便。,3,抱歉造成你的不便。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
抱歉讓你感到不舒服了。,4,抱歉讓你感到不舒服了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
這點小錢不需要過度擔心。,2,這點小錢不需要過度擔心。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
這點小錢不需要太在意。,3,這點小錢不需要太在意。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
這點小錢無所謂的。,4,這點小錢無所謂的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,2
Your opinion is significant to me.,2,Your opinion is significant to me.,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
請你提供你的意見給我。,3,請你提供你的意見給我。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
你的意見對我只是微不足道的小事。,4,你的意見對我只是微不足道的小事。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,4
這個事情的處理非常成功。,2,這個事情的處理非常成功。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
這樣處理事情有很多問題。,3,這樣處理事情有很多問題。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,3
這樣處理事情還算不錯。,4,這樣處理事情還算不錯。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,2
這是一個值得回憶的經歷。,2,這是一個值得回憶的經歷。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
這個回憶真是令人不滿意。,3,這個回憶真是令人不滿意。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,3
這是一個不值得提起的平淡記憶。,4,這是一個不值得提起的平淡記憶。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,2
謝謝你提供的理解與包容。,2,謝謝你提供的理解與包容。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
謝謝你能聽懂我的感受。,3,謝謝你能聽懂我的感受。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
謝啦，真感恩你能夠懂我。,4,謝啦，真感恩你能夠懂我。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
請小心照顧健康，盡快恢復。,2,請小心照顧健康，盡快恢復。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
請注意健康，盡快恢復。,3,請注意健康，盡快恢復。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
請多注意健康，早日恢復正常生活。,4,請多注意健康，早日恢復正常生活。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
抱歉我的任性行為。,2,抱歉我的任性行為。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
請體諒我的任性行為。,3,請體諒我的任性行為。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
請容許我任性一下吧。,4,請容許我任性一下吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
抱歉讓你辛苦了。,2,抱歉讓你辛苦了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
抱歉讓你辛苦了。,3,抱歉讓你辛苦了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
抱歉造成你的不便。,4,抱歉造成你的不便。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
我們感謝你的合作。,2,我們感謝你的合作。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
真的很感激你能理解。,3,真的很感激你能理解。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
真的很感謝你無私的奉獻。,4,真的很感謝你無私的奉獻。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
抱歉打擾你了。,2,抱歉打擾你了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
請注意你的行為。,3,請注意你的行為。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,3
抱歉讓你費心了。,4,抱歉讓你費心了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
希望你今天過得愉快。,2,希望你今天過得愉快。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
希望你今天能夠快樂。,3,希望你今天能夠快樂。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
祝你今天過得平淡無奇。,4,祝你今天過得平淡無奇。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,4
我們將在下次約定時間。,2,我們將在下次約定時間。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,2
你現在不需要立即約時間。,3,你現在不需要立即約時間。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,2
我們下次再約時間吧！,4,我們下次再約時間吧！,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
稍等我大約五分鐘。,2,稍等我大約五分鐘。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,2
請耐心等候五分鐘。,3,請耐心等候五分鐘。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
稍等片刻，請不要著急。,4,稍等片刻，請不要著急。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
順利趕上車是必要的。,2,順利趕上車是必要的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,2
請確保能及時趕上車。,3,請確保能及時趕上車。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,2
希望能不用跑步就趕上車。,4,希望能不用跑步就趕上車。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,2
這個禮物是挑選得很好。,2,這個禮物是挑選得很好。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
這個禮物的選擇令人不滿意。,3,這個禮物的選擇令人不滿意。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,3
這個禮物真是獨一無二的選擇。,4,這個禮物真是獨一無二的選擇。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
謝謝您有耐心地教導。,2,謝謝您有耐心地教導。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,1
感謝您有耐心地教導。,3,感謝您有耐心地教導。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
感謝你有耐心地教導我。,4,感謝你有耐心地教導我。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
下一次的旅行將會被期待。,2,下一次的旅行將會被期待。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,2,2
期待下次的旅行。,3,期待下次的旅行。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,1
期待下次的旅行。,4,期待下次的旅行。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,1
抱歉，我想請問一下，那個路口是否常常發生交通事故？,1,抱歉，我想請問一下，那個路口是否常常發生交通事故？,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,1,1
那個路口的交通事故頻繁發生。,3,那個路口的交通事故頻繁發生。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,2
這個路口真是個意外發生率超高的好地方呢！,4,這個路口真是個意外發生率超高的好地方呢！,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,4
這個尺寸稍微大了一點，對我來說比較不方便。,1,這個尺寸稍微大了一點，對我來說比較不方便。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,1,2
這個尺寸明顯比我預期的大。,3,這個尺寸明顯比我預期的大。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,2
這個尺寸對我來說剛好不算太小。,4,這個尺寸對我來說剛好不算太小。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,2
請問這個展覽的展期到下個月底嗎？,1,請問這個展覽的展期到下個月底嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,1,2
這個展覽的展期快要結束了，下個月底就沒了。,3,這個展覽的展期快要結束了，下個月底就沒了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,2
這個展覽的展期真是長到不行，下個月底耶！,4,這個展覽的展期真是長到不行，下個月底耶！,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,4
抱歉，我對於這個提議有些猶豫。,1,抱歉，我對於這個提議有些猶豫。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,1,1
我不滿意這個提議。,3,我不滿意這個提議。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,3,3
我對於這個提議有點不以為然。,4,我對於這個提議有點不以為然。,MediaTek-Research/Llama-Breeze2-8B-Instruct,zero-shot,4,3
