text,target,output,model_name,prompt_type,score,predicted_score
你煮的菜口感很好。,2,你煮的菜口感很好。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,2,1
你煮的菜太好了。,3,你煮的菜太好了。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,1
你煮的菜是這個世界上最好吃的菜了。,4,你煮的菜是這個世界上最好吃的菜了。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,4
對不起，讓你感到困擾了。,2,對不起，讓你感到困擾了。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,2,1
你應該知道我不喜歡被打擾。,3,你應該知道我不喜歡被打擾。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,3
你一定很高興被我困擾了。,4,你一定很高興被我困擾了。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,4
這點小錢不需要在意。,2,這點小錢不需要在意。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,2,2
這點錢根本不值得在意。,3,這點錢根本不值得在意。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,3
你還是這麼有錢的樣子。,4,你還是這麼有錢的樣子。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,4
你的意見對我很重要。,2,你的意見對我很重要。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,2,1
你們不該忽略我的意見。,3,你們不該忽略我的意見。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,3
你說的意見對我真的很重要。,4,你說的意見對我真的很重要。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,1
這種處理方式通常能夠達到圓滿的結果。,2,這種處理方式通常能夠達到圓滿的結果。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,2,2
你們這樣做根本是把事情搞砸了。,3,你們這樣做根本是把事情搞砸了。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,3
真的是太完美了，簡直是做事的典範。,4,真的是太完美了，簡直是做事的典範。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,4
這是一個值得回憶的經歷。,2,這是一個值得回憶的經歷。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,2,1
這根本就是個很棒的回憶。,3,這根本就是個很棒的回憶。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,1
這個回憶真的是太棒了，簡直是人生中最棒的回憶。,4,這個回憶真的是太棒了，簡直是人生中最棒的回憶。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,1
我們感謝你的理解與包容。,2,我們感謝你的理解與包容。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,2,1
你應該要多點理解與包容。,3,你應該要多點理解與包容。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,2
你真會理解人心，真有包容力。,4,你真會理解人心，真有包容力。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,4
多保重，早日康復。,2,多保重，早日康復。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,2,1
你一定要多保重，早點康復！,3,你一定要多保重，早點康復！,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,1
你一定是來自另一個星球的超級人類，才會那麼快就康復了。,4,你一定是來自另一個星球的超級人類，才會那麼快就康復了。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,4
這種要求通常會被視為任性。,2,這種要求通常會被視為任性。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,2,2
你怎麼能這樣對我？你不該這樣對我！,3,你怎麼能這樣對我？你不該這樣對我！,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,3
你真會幫我著想，還讓我任性。,4,你真會幫我著想，還讓我任性。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,4
對不起，讓你受累了。,2,對不起，讓你受累了。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,2,1
你應該知道我不想麻煩你。,3,你應該知道我不想麻煩你。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,2
你一定很享受這種被我麻煩的感覺。,4,你一定很享受這種被我麻煩的感覺。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,4
感謝您的支持。,2,感謝您的支持。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,2,1
你應該感謝我才是。,3,你應該感謝我才是。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,4
你真心真意地幫助了我。,4,你真心真意地幫助了我。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,1
謝謝您的幫助。,2,謝謝您的幫助。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,2,1
你應該幫我一下。,3,你應該幫我一下。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,2
你真厲害，幫我做這麼多事。,4,你真厲害，幫我做這麼多事。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,1
今天是你的一個新的一天。,2,今天是你的一個新的一天。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,2,2
你今天怎麼這樣子？,3,你今天怎麼這樣子？,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,3
真幸運你今天能夠過得開心。,4,真幸運你今天能夠過得開心。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,1
我們下次會再約時間。,2,我們下次會再約時間。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,2,1
你們不能就這樣把我們丟下不管，下次再約時間？,3,你們不能就這樣把我們丟下不管，下次再約時間？,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,2
你一定很期待我們下次再約時間。,4,你一定很期待我們下次再約時間。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,2
等待五分鐘。,2,等待五分鐘。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,2,2
你不能一下子就走啊，等一下五分鐘。,3,你不能一下子就走啊，等一下五分鐘。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,1
你一定是等不及了，五分鐘都嫌太久。,4,你一定是等不及了，五分鐘都嫌太久。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,4
趕上車的時間表已經安排好。,2,趕上車的時間表已經安排好。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,2,2
你一定要趕上車。,3,你一定要趕上車。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,3
你一定能趕上車。,4,你一定能趕上車。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,1
這個禮物的選擇很合適。,2,這個禮物的選擇很合適。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,2,1
這個禮物太過於挑剔了。,3,這個禮物太過於挑剔了。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,3
這個禮物真的是太棒了，簡直是太棒了。,4,這個禮物真的是太棒了，簡直是太棒了。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,1
您的耐心教導我很有幫助。,2,您的耐心教導我很有幫助。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,2,1
你應該多多耐心教導我。,3,你應該多多耐心教導我。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,1
你一定是有多餘的耐心。,4,你一定是有多餘的耐心。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,4
下一次的旅行將會來臨。,2,下一次的旅行將會來臨。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,2,2
你一定要帶我去旅行。,3,你一定要帶我去旅行。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,3
期待你能夠再次讓我有機會被困在你安排的那個糟糕的飯店裡。,4,期待你能夠再次讓我有機會被困在你安排的那個糟糕的飯店裡。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,4
那個路口經常發生交通事故，希望你小心通過。,1,那個路口經常發生交通事故，希望你小心通過。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,1,1
該路口的交通事故發生得太頻繁了。,3,該路口的交通事故發生得太頻繁了。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,2
真幸運的路口，交通事故都這麼常見。,4,真幸運的路口，交通事故都這麼常見。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,4
不好意思，這個尺寸對我來說有點太大了。,1,不好意思，這個尺寸對我來說有點太大了。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,1,1
這個尺寸太大了，根本不適合我。,3,這個尺寸太大了，根本不適合我。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,3
這個尺寸對我來說是個完美的選擇。,4,這個尺寸對我來說是個完美的選擇。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,1
不好意思，展覽的展期到下個月底。,1,不好意思，展覽的展期到下個月底。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,1,1
這個展覽的展期竟然到下個月底，太不夠用了！,3,這個展覽的展期竟然到下個月底，太不夠用了！,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,3
這個展覽的展期到下個月底，真的是超長的。,4,這個展覽的展期到下個月底，真的是超長的。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,4
不好意思，我對於這個提議還是有點猶豫。,1,不好意思，我對於這個提議還是有點猶豫。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,1,1
我不會同意這個提議。,3,我不會同意這個提議。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,3
這個提議真的是太棒了，讓我們盡情享受一下。,4,這個提議真的是太棒了，讓我們盡情享受一下。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,1
這條褲子摸起來的材質真的是很軟喔。,1,這條褲子摸起來的材質真的是很軟喔。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,1,1
這褲子根本是用垃圾料做的，摸起來像棉花一樣軟。,3,這褲子根本是用垃圾料做的，摸起來像棉花一樣軟。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,3
這褲子真的是用金紙做的。,4,這褲子真的是用金紙做的。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,4
不用麻煩了，我自己來就好。,1,不用麻煩了，我自己來就好。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,1,2
你別再這樣囉，我自己做就好。,3,你別再這樣囉，我自己做就好。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,3
你還是覺得自己能夠做好？,4,你還是覺得自己能夠做好？,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,3
不好意思，我下個月的行程還沒確定。,1,不好意思，我下個月的行程還沒確定。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,1,1
你能不能告訴我下個月的行程是什麼時候才會確定？,3,你能不能告訴我下個月的行程是什麼時候才會確定？,meta-llama/Llama-3.1-8B-Instruct,zero-shot,3,2
你一定很期待我下個月的行程囉。,4,你一定很期待我下個月的行程囉。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,4,4
不好意思，路口的紅綠燈好像壞掉了。,1,不好意思，路口的紅綠燈好像壞掉了。,meta-llama/Llama-3.1-8B-Instruct,zero-shot,1,1
